Key Id,Tournament Id,tournament Name,Match Id,Match Name,Team 1,Team 2,Stage Name,Group Name,Group Stage,Knockout Stage,Replayed,Replay,Match Date,Match Time,Stadium Id,Stadium Name,City Name,Country Name,Home Team Id,Home Team Name,Home Team Code,Away Team Id,Away Team Name,Away Team Code,Score,Home Team Score,Away Team Score,Home Team Score Margin,Away Team Score Margin,Extra Time,Penalty Shootout,Score Penalties,Home Team Score Penalties,Away Team Score Penalties,Result,Home Team Win,Away Team Win,Draw,Home Team FIFA Rank,Away Team FIFA Rank,Year,Home Team Squad Value (€M),Away Team Squad Value (€M),Home team win percentage,Away team win percentage,Home team wins in last 5 matches,Home team draws in last 5 matches,Home team losses in last 5 matches,Away team wins in last 5 matches,Away team draws in last 5 matches,Away team losses in last 5 matches,Home team points in last 5 matches,Away team points in last 5 matches,Home avg goals scored,Home avg goals conceded,Away avg goals scored,Away avg goals conceded,Home Elo,Away Elo,Head to Head Home Team Win,Head to Head Away Team Win,Head to Head Draw
267,WC-1974,1974 FIFA World Cup,M-1974-35,Netherlands v Brazil,Netherlands,Brazil,second group stage,Group A,1,0,0,0,1974-07-03,19:30,S-055,Westfalenstadion,Dortmund,Germany,T-46,Netherlands,NLD,T-09,Brazil,BRA,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2.0,4.0,1974,18.0,16.0,0.7143,0.4286,4,1,0,3,2,0,13,11,2.4,0.2,1.2,0.2,1035.53,1194.53,0,0,0
268,WC-1974,1974 FIFA World Cup,M-1974-36,Sweden v Yugoslavia,Sweden,Yugoslavia,second group stage,Group B,1,0,0,0,1974-07-03,19:30,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-84,Yugoslavia,YUG,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,5.0,6.0,1974,7.0,8.0,0.3333,0.1667,1,2,2,1,2,2,5,5,1.0,1.0,2.2,1.0,1025.7,1013.03,0,0,0
269,WC-1974,1974 FIFA World Cup,M-1974-37,Brazil v Poland,Brazil,Poland,third-place match,not applicable,0,1,0,0,1974-07-06,16:00,S-065,Olympiastadion,Munich,Germany,T-09,Brazil,BRA,T-55,Poland,POL,01,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,4.0,3.0,1974,16.0,10.0,0.4286,0.8571,3,1,1,4,0,1,10,12,1.2,0.6,2.4,0.6,1173.11,1051.88,1,0,0
270,WC-1974,1974 FIFA World Cup,M-1974-38,Netherlands v West Germany,Netherlands,West Germany,final,not applicable,0,1,0,0,1974-07-07,16:00,S-065,Olympiastadion,Munich,Germany,T-46,Netherlands,NLD,T-83,West Germany,DEU,12,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2.0,1.0,1974,18.0,20.0,0.7143,0.8571,4,1,0,4,0,1,13,12,2.4,0.2,2.0,0.6,1056.95,1162.97,0,0,0
271,WC-1978,1978 FIFA World Cup,M-1978-01,West Germany v Poland,West Germany,Poland,group stage,Group 2,1,0,0,0,1978-06-01,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-83,West Germany,DEU,T-55,Poland,POL,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,5.0,6.0,1978,22.0,10.0,0.1667,0.5,4,0,1,4,0,1,12,12,1.8,0.8,1.2,0.6,1173.53,1071.91,1,0,0
272,WC-1978,1978 FIFA World Cup,M-1978-02,Italy v France,Italy,France,group stage,Group 1,1,0,0,0,1978-06-02,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-39,Italy,ITA,T-28,France,FRA,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,4.0,10.0,1978,18.0,10.0,0.5714,0.3333,2,1,2,1,1,3,7,4,2.0,2.2,2.0,2.6,1064.13,980.39,1,0,0
273,WC-1978,1978 FIFA World Cup,M-1978-03,Tunisia v Mexico,Tunisia,Mexico,group stage,Group 2,1,0,0,0,1978-06-02,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-76,Tunisia,TUN,T-44,Mexico,MEX,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,35.0,20.0,1978,1.5,2.0,0.3333,0.0,0,0,0,2,2,1,0,8,0.0,0.0,1.2,0.8,1000.0,921.67,0,0,0
274,WC-1978,1978 FIFA World Cup,M-1978-04,Argentina v Hungary,Argentina,Hungary,group stage,Group 1,1,0,0,0,1978-06-02,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-34,Hungary,HUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1.0,14.0,1978,22.0,6.0,0.7143,0.0,1,2,2,2,0,3,5,6,1.4,1.8,1.6,1.6,999.49,1048.06,0,0,1
275,WC-1978,1978 FIFA World Cup,M-1978-05,Austria v Spain,Austria,Spain,group stage,Group 3,1,0,0,0,1978-06-03,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-71,Spain,ESP,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,9.0,7.0,1978,7.0,12.0,0.5,0.3333,1,1,3,2,0,3,4,6,1.2,2.8,1.2,1.4,1015.33,984.39,0,0,0
276,WC-1978,1978 FIFA World Cup,M-1978-06,Brazil v Sweden,Brazil,Sweden,group stage,Group 3,1,0,0,0,1978-06-03,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-72,Sweden,SWE,11,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,3.0,13.0,1978,22.0,6.0,0.5714,0.0,3,0,2,2,1,2,9,7,1.2,0.8,1.4,1.2,1153.08,1040.16,3,0,0
277,WC-1978,1978 FIFA World Cup,M-1978-07,Netherlands v Iran,Netherlands,Iran,group stage,Group 4,1,0,0,0,1978-06-03,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-46,Netherlands,NLD,T-36,Iran,IRN,30,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,2.0,40.0,1978,20.0,2.0,0.4286,0.0,4,0,1,0,0,0,12,0,2.6,0.6,0.0,0.0,1046.39,1000.0,0,0,0
278,WC-1978,1978 FIFA World Cup,M-1978-08,Peru v Scotland,Peru,Scotland,group stage,Group 4,1,0,0,0,1978-06-03,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-54,Peru,PER,T-62,Scotland,SCO,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,8.0,11.0,1978,5.0,8.0,0.3333,0.3333,2,0,3,1,2,2,6,5,1.8,2.0,1.2,1.2,981.08,975.99,0,0,0
279,WC-1978,1978 FIFA World Cup,M-1978-09,Italy v Hungary,Italy,Hungary,group stage,Group 1,1,0,0,0,1978-06-06,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-39,Italy,ITA,T-34,Hungary,HUN,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,4.0,14.0,1978,18.0,6.0,0.5714,0.0,2,1,2,2,0,3,7,6,1.6,1.8,1.8,1.8,1075.59,1030.97,1,0,0
280,WC-1978,1978 FIFA World Cup,M-1978-10,Poland v Tunisia,Poland,Tunisia,group stage,Group 2,1,0,0,0,1978-06-06,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-55,Poland,POL,T-76,Tunisia,TUN,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,6.0,35.0,1978,10.0,1.5,0.5,0.3333,3,1,1,1,0,0,10,3,0.8,0.4,3.0,1.0,1076.18,1011.67,0,0,0
281,WC-1978,1978 FIFA World Cup,M-1978-11,West Germany v Mexico,West Germany,Mexico,group stage,Group 2,1,0,0,0,1978-06-06,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-83,West Germany,DEU,T-44,Mexico,MEX,60,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,5.0,20.0,1978,22.0,2.0,0.1667,0.0,4,1,0,2,1,2,13,7,1.8,0.6,1.4,1.4,1169.26,910.0,0,0,0
282,WC-1978,1978 FIFA World Cup,M-1978-12,Argentina v France,Argentina,France,group stage,Group 1,1,0,0,0,1978-06-06,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-28,France,FRA,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,1.0,10.0,1978,22.0,10.0,0.7143,0.3333,2,1,2,1,1,3,7,4,1.6,1.8,1.8,2.0,1016.57,968.94,1,0,0
283,WC-1978,1978 FIFA World Cup,M-1978-13,Austria v Sweden,Austria,Sweden,group stage,Group 3,1,0,0,0,1978-06-07,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-72,Sweden,SWE,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,9.0,13.0,1978,7.0,6.0,0.5,0.0,2,1,2,2,1,2,7,7,1.4,1.8,1.6,1.4,1029.0,1044.87,0,0,0
284,WC-1978,1978 FIFA World Cup,M-1978-14,Brazil v Spain,Brazil,Spain,group stage,Group 3,1,0,0,0,1978-06-07,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-71,Spain,ESP,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,3.0,7.0,1978,22.0,12.0,0.5714,0.3333,2,1,2,1,0,4,7,3,0.8,1.0,1.2,1.8,1148.37,970.72,2,1,0
285,WC-1978,1978 FIFA World Cup,M-1978-15,Netherlands v Peru,Netherlands,Peru,group stage,Group 4,1,0,0,0,1978-06-07,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-46,Netherlands,NLD,T-54,Peru,PER,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2.0,8.0,1978,20.0,5.0,0.4286,0.3333,4,0,1,3,0,2,12,9,2.4,0.4,2.4,2.0,1059.4,995.86,0,0,0
286,WC-1978,1978 FIFA World Cup,M-1978-16,Scotland v Iran,Scotland,Iran,group stage,Group 4,1,0,0,0,1978-06-07,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-62,Scotland,SCO,T-36,Iran,IRN,11,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,11.0,40.0,1978,8.0,2.0,0.3333,0.0,1,2,2,0,0,1,5,0,1.0,1.2,0.0,3.0,961.21,986.99,0,0,0
287,WC-1978,1978 FIFA World Cup,M-1978-17,France v Hungary,France,Hungary,group stage,Group 1,1,0,0,0,1978-06-10,14:30,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-28,France,FRA,T-34,Hungary,HUN,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,10.0,14.0,1978,10.0,6.0,0.3333,0.0,0,1,4,2,0,3,1,6,0.8,1.8,1.8,1.8,955.98,1017.89,0,0,0
288,WC-1978,1978 FIFA World Cup,M-1978-18,Poland v Mexico,Poland,Mexico,group stage,Group 2,1,0,0,0,1978-06-10,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-55,Poland,POL,T-44,Mexico,MEX,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,6.0,20.0,1978,10.0,2.0,0.5,0.0,3,1,1,2,0,3,10,6,0.8,0.4,1.4,2.6,1088.43,904.49,0,0,0
289,WC-1978,1978 FIFA World Cup,M-1978-19,West Germany v Tunisia,West Germany,Tunisia,group stage,Group 2,1,0,0,0,1978-06-10,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-83,West Germany,DEU,T-76,Tunisia,TUN,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,5.0,35.0,1978,22.0,1.5,0.1667,0.3333,4,1,0,1,0,1,13,3,2.6,0.6,1.5,1.0,1174.77,999.43,0,0,0
290,WC-1978,1978 FIFA World Cup,M-1978-20,Argentina v Italy,Argentina,Italy,group stage,Group 1,1,0,0,0,1978-06-10,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-39,Italy,ITA,01,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,1.0,4.0,1978,22.0,18.0,0.7143,0.5714,2,1,2,3,1,1,7,10,1.2,1.8,2.0,1.2,1029.53,1088.67,0,0,1
291,WC-1978,1978 FIFA World Cup,M-1978-21,Brazil v Austria,Brazil,Austria,group stage,Group 3,1,0,0,0,1978-06-11,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-05,Austria,AUT,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,3.0,9.0,1978,22.0,7.0,0.5714,0.5,1,2,2,2,1,2,5,7,0.6,1.0,1.0,1.6,1141.3,1044.68,1,0,0
292,WC-1978,1978 FIFA World Cup,M-1978-22,Spain v Sweden,Spain,Sweden,group stage,Group 3,1,0,0,0,1978-06-11,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-71,Spain,ESP,T-72,Sweden,SWE,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,7.0,13.0,1978,12.0,6.0,0.3333,0.0,1,1,3,1,1,3,4,4,1.0,1.4,1.0,1.6,977.79,1029.18,0,1,0
293,WC-1978,1978 FIFA World Cup,M-1978-23,Peru v Iran,Peru,Iran,group stage,Group 4,1,0,0,0,1978-06-11,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-54,Peru,PER,T-36,Iran,IRN,41,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,8.0,40.0,1978,5.0,2.0,0.3333,0.0,2,1,2,0,1,1,7,1,1.8,1.6,0.5,2.0,998.58,985.88,0,0,0
294,WC-1978,1978 FIFA World Cup,M-1978-24,Scotland v Netherlands,Scotland,Netherlands,group stage,Group 4,1,0,0,0,1978-06-11,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-62,Scotland,SCO,T-46,Netherlands,NLD,32,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,11.0,2.0,1978,8.0,20.0,0.3333,0.4286,1,3,1,3,1,1,6,10,1.0,1.0,1.6,0.4,962.32,1056.69,0,0,0
295,WC-1978,1978 FIFA World Cup,M-1978-25,Austria v Netherlands,Austria,Netherlands,second group stage,Group A,1,0,0,0,1978-06-14,13:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-05,Austria,AUT,T-46,Netherlands,NLD,15,1,5,-4,4,0,0,0-0,0,0,away team win,0,1,0,9.0,2.0,1978,7.0,20.0,0.5,0.4286,2,1,2,2,1,2,7,7,1.0,1.2,1.6,1.0,1033.75,1037.71,0,0,0
296,WC-1978,1978 FIFA World Cup,M-1978-26,Italy v West Germany,Italy,West Germany,second group stage,Group A,1,0,0,0,1978-06-14,13:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-39,Italy,ITA,T-83,West Germany,DEU,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,4.0,5.0,1978,18.0,22.0,0.5714,0.1667,3,1,1,3,2,0,10,11,1.6,1.0,1.8,0.2,1101.14,1167.78,1,0,1
297,WC-1978,1978 FIFA World Cup,M-1978-27,Brazil v Peru,Brazil,Peru,second group stage,Group B,1,0,0,0,1978-06-14,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-09,Brazil,BRA,T-54,Peru,PER,30,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,3.0,8.0,1978,22.0,5.0,0.5714,0.3333,1,2,2,2,1,2,5,7,0.4,0.8,2.0,1.8,1152.24,1013.03,1,0,0
298,WC-1978,1978 FIFA World Cup,M-1978-28,Argentina v Poland,Argentina,Poland,second group stage,Group B,1,0,0,0,1978-06-14,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-55,Poland,POL,20,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,1.0,6.0,1978,22.0,10.0,0.7143,0.5,2,1,2,3,1,1,7,10,1.2,1.2,1.0,0.4,1017.06,1096.15,0,1,0
299,WC-1978,1978 FIFA World Cup,M-1978-29,Peru v Poland,Peru,Poland,second group stage,Group B,1,0,0,0,1978-06-18,13:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-54,Peru,PER,T-55,Poland,POL,01,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,8.0,6.0,1978,5.0,10.0,0.3333,0.5,2,1,2,3,1,1,7,10,1.8,1.8,1.0,0.6,1003.74,1077.79,0,0,0
300,WC-1978,1978 FIFA World Cup,M-1978-30,Italy v Austria,Italy,Austria,second group stage,Group A,1,0,0,0,1978-06-18,16:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-39,Italy,ITA,T-05,Austria,AUT,10,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,4.0,9.0,1978,18.0,7.0,0.5714,0.5,3,1,1,2,1,2,10,7,1.4,0.8,1.2,1.8,1103.98,1018.92,1,0,0
301,WC-1978,1978 FIFA World Cup,M-1978-31,Netherlands v West Germany,Netherlands,West Germany,second group stage,Group A,1,0,0,0,1978-06-18,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-46,Netherlands,NLD,T-83,West Germany,DEU,22,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,2.0,5.0,1978,20.0,22.0,0.4286,0.1667,2,1,2,2,3,0,7,9,2.2,1.2,1.6,0.2,1052.54,1164.94,0,1,0
302,WC-1978,1978 FIFA World Cup,M-1978-32,Argentina v Brazil,Argentina,Brazil,second group stage,Group B,1,0,0,0,1978-06-18,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-09,Brazil,BRA,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1.0,3.0,1978,22.0,22.0,0.7143,0.5714,3,1,1,2,2,1,10,8,1.4,0.8,1.0,0.4,1035.42,1161.53,0,1,0
303,WC-1978,1978 FIFA World Cup,M-1978-33,Austria v West Germany,Austria,West Germany,second group stage,Group A,1,0,0,0,1978-06-21,13:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-05,Austria,AUT,T-83,West Germany,DEU,32,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,9.0,5.0,1978,7.0,22.0,0.5,0.1667,2,0,3,1,4,0,6,7,0.8,1.6,1.6,0.4,1007.52,1160.25,0,2,0
304,WC-1978,1978 FIFA World Cup,M-1978-34,Italy v Netherlands,Italy,Netherlands,second group stage,Group A,1,0,0,0,1978-06-21,13:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-39,Italy,ITA,T-46,Netherlands,NLD,12,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,4.0,2.0,1978,18.0,20.0,0.5714,0.4286,4,1,0,2,2,1,13,8,1.4,0.4,2.4,1.2,1115.38,1057.23,0,0,0
305,WC-1978,1978 FIFA World Cup,M-1978-35,Brazil v Poland,Brazil,Poland,second group stage,Group B,1,0,0,0,1978-06-21,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-09,Brazil,BRA,T-55,Poland,POL,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,3.0,6.0,1978,22.0,10.0,0.5714,0.5,2,3,0,3,1,1,9,10,1.0,0.2,1.0,0.6,1156.31,1089.64,1,1,0
306,WC-1978,1978 FIFA World Cup,M-1978-36,Argentina v Peru,Argentina,Peru,second group stage,Group B,1,0,0,0,1978-06-21,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-54,Peru,PER,60,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,1.0,8.0,1978,22.0,5.0,0.7143,0.3333,3,1,1,2,1,2,10,7,1.2,0.6,1.4,1.2,1040.63,991.89,0,0,0
307,WC-1978,1978 FIFA World Cup,M-1978-37,Brazil v Italy,Brazil,Italy,third-place match,not applicable,0,1,0,0,1978-06-24,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-09,Brazil,BRA,T-39,Italy,ITA,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,3.0,4.0,1978,22.0,18.0,0.5714,0.5714,3,2,0,3,1,1,11,10,1.4,0.2,1.2,0.6,1168.47,1097.9,1,1,0
308,WC-1978,1978 FIFA World Cup,M-1978-38,Argentina v Netherlands,Argentina,Netherlands,final,not applicable,0,1,0,0,1978-06-25,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-46,Netherlands,NLD,31,3,1,2,-2,1,0,0-0,0,0,home team win,1,0,0,1.0,2.0,1978,22.0,20.0,0.7143,0.4286,3,1,1,2,2,1,10,8,2.0,0.4,2.2,1.4,1053.54,1074.72,0,1,0
309,WC-1982,1982 FIFA World Cup,M-1982-01,Argentina v Belgium,Argentina,Belgium,group stage,Group 3,1,0,0,0,1982-06-13,20:00,S-149,Camp Nou,Barcelona,Spain,T-03,Argentina,ARG,T-06,Belgium,BEL,01,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,8.0,10.0,1982,22.0,14.0,0.4,0.4,3,1,1,1,1,3,10,4,2.2,0.4,1.8,2.6,1069.46,924.98,0,0,0
310,WC-1982,1982 FIFA World Cup,M-1982-02,Italy v Poland,Italy,Poland,group stage,Group 1,1,0,0,0,1982-06-14,17:15,S-162,Balaídos,Vigo,Spain,T-39,Italy,ITA,T-55,Poland,POL,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,1.0,3.0,1982,30.0,12.0,0.5714,0.4286,2,1,2,3,0,2,7,9,0.8,0.8,1.2,1.2,1085.9,1077.49,0,1,0
311,WC-1982,1982 FIFA World Cup,M-1982-03,Brazil v Soviet Union,Brazil,Soviet Union,group stage,Group 6,1,0,0,0,1982-06-14,21:00,S-159,Estadio Ramón Sánchez Pizjuán,Seville,Spain,T-09,Brazil,BRA,T-70,Soviet Union,SUN,21,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,5.0,9.0,1982,28.0,12.0,0.8,0.4,4,1,0,2,1,2,13,7,1.8,0.4,1.4,0.8,1180.46,1049.84,1,0,0
312,WC-1982,1982 FIFA World Cup,M-1982-04,Peru v Cameroon,Peru,Cameroon,group stage,Group 1,1,0,0,0,1982-06-15,17:15,S-147,Estadio Riazor,A Coruña,Spain,T-54,Peru,PER,T-11,Cameroon,CMR,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,18.0,30.0,1982,4.5,2.5,0.0,0.0,1,1,3,0,0,0,4,0,0.8,2.2,0.0,0.0,978.98,1000.0,0,0,0
313,WC-1982,1982 FIFA World Cup,M-1982-05,Hungary v El Salvador,Hungary,El Salvador,group stage,Group 3,1,0,0,0,1982-06-15,21:00,S-152,Nuevo Estadio,Elche,Spain,T-34,Hungary,HUN,T-26,El Salvador,SLV,101,10,1,9,-9,0,0,0-0,0,0,home team win,1,0,0,15.0,45.0,1982,7.0,0.8,0.3333,0.0,1,0,4,0,0,3,3,0,1.4,2.2,0.0,3.0,1000.24,952.42,0,0,0
314,WC-1982,1982 FIFA World Cup,M-1982-06,Scotland v New Zealand,Scotland,New Zealand,group stage,Group 6,1,0,0,0,1982-06-15,21:00,S-156,Estadio La Rosaleda,Málaga,Spain,T-62,Scotland,SCO,T-47,New Zealand,NZL,52,5,2,3,-3,0,0,0-0,0,0,home team win,1,0,0,14.0,38.0,1982,9.0,1.0,0.3333,0.0,1,3,1,0,0,0,6,0,1.2,1.4,0.0,0.0,981.3,1000.0,0,0,0
315,WC-1982,1982 FIFA World Cup,M-1982-07,West Germany v Algeria,West Germany,Algeria,group stage,Group 2,1,0,0,0,1982-06-16,17:15,S-153,Estadio El Molinón,Gijón,Spain,T-83,West Germany,DEU,T-01,Algeria,DZA,12,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2.0,32.0,1982,28.0,3.0,0.5714,0.6667,1,3,1,0,0,0,6,0,2.0,1.0,0.0,0.0,1139.05,1000.0,0,0,0
316,WC-1982,1982 FIFA World Cup,M-1982-08,England v France,England,France,group stage,Group 4,1,0,0,0,1982-06-16,17:15,S-151,Estadio San Mamés,Bilbao,Spain,T-27,England,ENG,T-28,France,FRA,31,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,7.0,4.0,1982,22.0,20.0,0.6,0.4286,3,0,2,1,0,4,9,3,1.6,1.2,1.2,1.8,1056.08,973.63,1,0,0
317,WC-1982,1982 FIFA World Cup,M-1982-09,Spain v Honduras,Spain,Honduras,group stage,Group 5,1,0,0,0,1982-06-16,21:00,S-160,Estadio Luis Casanova,Valencia,Spain,T-71,Spain,ESP,T-33,Honduras,HND,11,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,6.0,40.0,1982,18.0,1.5,0.2,0.0,2,1,2,0,0,0,7,0,1.0,1.0,0.0,0.0,994.99,1000.0,0,0,0
318,WC-1982,1982 FIFA World Cup,M-1982-10,Chile v Austria,Chile,Austria,group stage,Group 2,1,0,0,0,1982-06-17,17:15,S-157,Estadio Carlos Tartiere,Oviedo,Spain,T-13,Chile,CHL,T-05,Austria,AUT,01,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,16.0,13.0,1982,4.0,9.0,0.0,0.4,0,3,2,2,0,3,3,6,0.6,1.0,1.0,1.8,999.71,1028.72,0,0,0
319,WC-1982,1982 FIFA World Cup,M-1982-11,Czechoslovakia v Kuwait,Czechoslovakia,Kuwait,group stage,Group 4,1,0,0,0,1982-06-17,17:15,S-161,Estadio José Zorrilla,Valladolid,Spain,T-20,Czechoslovakia,CSK,T-43,Kuwait,KWT,11,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,12.0,50.0,1982,8.0,1.0,0.0,0.0,1,0,4,0,0,0,3,0,1.2,2.2,0.0,0.0,974.97,1000.0,0,0,0
320,WC-1982,1982 FIFA World Cup,M-1982-12,Yugoslavia v Northern Ireland,Yugoslavia,Northern Ireland,group stage,Group 5,1,0,0,0,1982-06-17,21:00,S-163,Estadio La Romareda,Zaragoza,Spain,T-84,Yugoslavia,YUG,T-50,Northern Ireland,NIR,00,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,11.0,19.0,1982,10.0,5.0,0.3333,0.2,1,1,3,2,1,2,4,7,2.4,1.4,1.2,2.0,998.58,1002.11,0,0,0
321,WC-1982,1982 FIFA World Cup,M-1982-13,Italy v Peru,Italy,Peru,group stage,Group 1,1,0,0,0,1982-06-18,17:15,S-162,Balaídos,Vigo,Spain,T-39,Italy,ITA,T-54,Peru,PER,11,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,1.0,18.0,1982,30.0,4.5,0.5714,0.0,1,2,2,1,1,3,5,4,0.6,0.8,0.8,2.2,1085.54,979.88,0,0,0
322,WC-1982,1982 FIFA World Cup,M-1982-14,Argentina v Hungary,Argentina,Hungary,group stage,Group 3,1,0,0,0,1982-06-18,21:00,S-148,Estadio José Rico Pérez,Alicante,Spain,T-03,Argentina,ARG,T-34,Hungary,HUN,41,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,8.0,15.0,1982,22.0,7.0,0.4,0.3333,3,1,1,1,0,4,10,3,2.2,0.4,2.8,2.2,1048.56,1013.19,1,0,1
323,WC-1982,1982 FIFA World Cup,M-1982-15,Brazil v Scotland,Brazil,Scotland,group stage,Group 6,1,0,0,0,1982-06-18,21:00,S-158,Estadio Benito Villamarín,Seville,Spain,T-09,Brazil,BRA,T-62,Scotland,SCO,41,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,5.0,14.0,1982,28.0,9.0,0.8,0.3333,4,1,0,2,2,1,13,8,2.0,0.6,2.2,1.8,1190.07,997.1,0,0,1
